CustomerID,VehicleMake,VehicleModel,VehicleYOM
Cust13531,Audi,A5,1999
Cust13532,Suburu,Corolla,1997
Cust13533,Nissan,Escape,2014
Cust13535,Suburu,Legacy,1998
Cust13538,Nissan,CRV,2014
Cust13539,Dodge,Civic,2004
Cust1354,Suburu,Forrestor,2000
Cust13540,Suburu,Forrestor,2002
Cust13541,Honda,Malibu,2012
Cust13542,Chevrolet,Tahoe,2006
Cust13543,Jeep,Wrangler,1995
Cust13544,Audi,3 Series,2001
Cust13545,Ford,Grand Cherokee,1997
Cust13546,Ford,Malibu,2011
Cust13547,Mercedes,E400,2006
Cust13548,Suburu,Legacy,2015
Cust1355,Volkswagen,Passat,1995
Cust13550,BMW,3 Series,2001
Cust13551,Toyota,Highlander,2010
Cust13553,Ford,Fusion,1999
Cust13554,Audi,Camry,2002
Cust13555,Toyota,M5,2011
Cust13556,Nissan,Maxima,2003
Cust13557,Saab,Wrangler,2014
Cust13558,Ford,F150,2004
Cust13559,Dodge,Passat,1995
Cust13560,Dodge,Malibu,2006
Cust13561,Accura,Corolla,1998
Cust13562,Jeep,TL,2006
Cust13564,Saab,Ultima,2004
Cust13565,Saab,95,2008
Cust13569,BMW,3 Series,2012
Cust1357,Ford,Fusion,1995
Cust13572,BMW,95,1996
Cust13573,Jeep,A5,2008
Cust13574,Toyota,Highlander,1997
Cust13575,Honda,X6,1999
Cust13576,Toyota,Highlander,2007
Cust13577,Nissan,Ultima,1997
Cust13579,Honda,F150,2003
Cust13581,Nissan,Maxima,2001
Cust13582,Mercedes,Civic,1997
Cust13583,Jeep,Wrangler,2001
Cust13584,Nissan,Ultima,1997
Cust13585,Jeep,Neon,2015
Cust13586,Mercedes,E400,1999
Cust13587,Nissan,Pathfinder,1997
Cust13588,Accura,A3,2001
Cust13589,Ford,Fusion,2004
Cust1359,Jeep,Grand Cherokee,2004
Cust13590,Chevrolet,Jetta,2001
Cust13591,Honda,Civic,2002
Cust13592,Dodge,Highlander,2011
Cust13593,Accura,Impreza,2000
Cust13595,Dodge,F150,2000
Cust13596,Chevrolet,Tahoe,2011
Cust13597,Toyota,Camry,2003
Cust13598,Dodge,Highlander,1999
Cust13599,Saab,92x,2006
Cust13600,Chevrolet,RAM,1999
Cust13601,BMW,X5,2005
Cust13602,Suburu,Legacy,2014
Cust13604,Volkswagen,Passat,2007
Cust13605,Volkswagen,Civic,1999
Cust13606,Chevrolet,MDX,2004
Cust13609,Saab,92x,2009
Cust1361,Chevrolet,Tahoe,1997
Cust13610,Mercedes,RAM,1995
Cust13611,Jeep,Wrangler,2010
Cust13612,Ford,CRV,2006
Cust13613,Mercedes,Maxima,1998
Cust13614,Mercedes,ML350,1995
Cust13615,Chevrolet,Legacy,1997
Cust13616,Volkswagen,E400,2008
Cust13617,Nissan,Legacy,2013
Cust13618,Suburu,Forrestor,1998
Cust13619,Toyota,Wrangler,2001
Cust1362,Toyota,Highlander,2011
Cust13620,Accura,M5,1996
Cust13621,Saab,TL,2010
Cust13622,Nissan,A5,1997
Cust13623,Honda,Accord,1997
Cust13624,Mercedes,TL,2012
Cust13626,Volkswagen,Impreza,2007
Cust13627,Jeep,Pathfinder,2005
Cust1363,Saab,93,1999
Cust13632,Toyota,Highlander,2000
Cust13633,Nissan,93,1999
Cust13634,Toyota,Highlander,2006
Cust13636,Toyota,Passat,2003
Cust13637,Dodge,Neon,2003
Cust13638,Volkswagen,Jetta,2003
Cust13639,Nissan,Wrangler,2006
Cust1364,Mercedes,ML350,2011
Cust13641,Dodge,Impreza,2010
Cust13642,Chevrolet,Malibu,2011
Cust13643,Audi,A3,2000
Cust13647,Nissan,Pathfinder,2013
Cust13649,Dodge,Neon,2006
Cust1365,Volkswagen,Passat,2005
Cust13650,Saab,95,1997
Cust13651,Jeep,Jetta,1999
Cust13654,Audi,Malibu,2000
Cust13655,Suburu,Legacy,2001
Cust13656,Saab,93,2000
Cust13657,Toyota,Malibu,2008
Cust13659,Saab,95,2013
Cust1366,BMW,X5,2013
Cust13662,Audi,E400,2008
Cust13663,Volkswagen,Jetta,2011
Cust13664,Chevrolet,F150,2012
Cust13665,Accura,Tahoe,2014
Cust13666,Suburu,Maxima,2011
Cust13667,Volkswagen,Passat,2009
Cust13668,Nissan,Wrangler,2006
Cust13669,Ford,F150,2010
Cust1367,Volkswagen,Passat,2015
Cust13670,Dodge,RAM,2014
Cust13671,Audi,Ultima,1996
Cust13672,Accura,Pathfinder,2007
Cust13673,Honda,Corolla,2006
Cust13674,Suburu,F150,2002
Cust13675,Volkswagen,Passat,2002
Cust13676,Dodge,Impreza,2006
Cust13677,Toyota,Corolla,1998
Cust13678,Audi,A5,1998
Cust13679,Volkswagen,Jetta,2010
Cust13680,Saab,92x,2007
Cust13683,Mercedes,ML350,2013
Cust13684,Mercedes,Pathfinder,2007
Cust13686,Chevrolet,Malibu,1998
Cust13688,BMW,M5,1998
Cust13689,Nissan,Wrangler,2013
Cust1369,Accura,TL,2011
Cust13690,Toyota,CRV,2005
Cust13693,Saab,RSX,2014
Cust13694,Saab,ML350,2006
Cust13695,Dodge,Pathfinder,2002
Cust13697,Audi,Accord,2015
Cust13698,Audi,Impreza,2013
Cust1370,Dodge,RAM,2002
Cust13701,Suburu,Legacy,2005
Cust13702,Accura,A5,2003
Cust13703,Dodge,RAM,2007
Cust13705,Audi,Wrangler,1997
Cust13708,Jeep,Wrangler,2010
Cust13709,Honda,CRV,2014
Cust1371,Saab,93,1995
Cust13711,Chevrolet,Malibu,2009
Cust13713,Saab,93,2000
Cust13714,Jeep,Wrangler,2009
Cust13716,BMW,3 Series,2011
Cust13718,Accura,TL,2004
Cust13720,Honda,Civic,2001
Cust13721,Suburu,TL,2011
Cust13722,Volkswagen,RAM,2011
Cust13723,Suburu,Forrestor,2011
Cust13724,Saab,95,2008
Cust13725,Jeep,Grand Cherokee,2002
Cust13726,Ford,F150,2011
Cust13727,Suburu,Impreza,2000
Cust13728,Saab,92x,2008
Cust13729,Jeep,Wrangler,2005
Cust1373,Suburu,Forrestor,2009
Cust13730,Toyota,Camry,1998
Cust13731,Saab,93,1998
Cust13732,Dodge,Neon,2003
Cust13733,Nissan,Escape,2002
Cust13735,Nissan,Ultima,1997
Cust13736,Dodge,RAM,2011
Cust13737,Ford,X5,2010
Cust13738,Audi,A3,2012
Cust1374,Honda,Civic,2002
Cust13740,Honda,Accord,2014
Cust13741,Nissan,Pathfinder,2003
Cust13742,Ford,Escape,2001
Cust13743,Suburu,CRV,2009
Cust13745,Saab,95,1999
Cust13746,Mercedes,Malibu,2007
Cust13747,Suburu,Corolla,1998
Cust13748,Accura,A3,2002
Cust13749,Dodge,Neon,2009
Cust1375,Suburu,Forrestor,2012
Cust13750,Volkswagen,Passat,1998
Cust13752,Saab,Accord,2001
Cust13754,Saab,95,1998
Cust13755,Nissan,Ultima,1999
Cust13756,Audi,A5,1995
Cust13759,Honda,CRV,2005
Cust13760,BMW,Grand Cherokee,1995
Cust13761,Ford,F150,2000
Cust13763,Volkswagen,Passat,1998
Cust13766,Saab,95,2007
Cust13768,Suburu,Forrestor,2011
Cust13769,Ford,Escape,2011
Cust13772,Suburu,Impreza,2012
Cust13774,Toyota,CRV,2005
Cust13775,Nissan,Maxima,2013
Cust13776,Jeep,Camry,2002
Cust13777,Chevrolet,Silverado,1997
Cust13778,Dodge,Wrangler,1995
Cust1378,Toyota,Corolla,2009
Cust13783,Honda,Civic,2001
Cust13784,BMW,C300,1999
Cust13785,Jeep,Grand Cherokee,1998
Cust13787,Mercedes,MDX,2010
Cust13788,Suburu,Legacy,2011
Cust13789,Mercedes,C300,1996
Cust1379,Audi,A3,2006
Cust13792,Ford,Neon,1999
Cust13794,Suburu,Forrestor,2002
Cust13795,Dodge,Neon,2011
Cust13797,Jeep,Corolla,2004
Cust13798,Jeep,3 Series,1995
Cust13799,Suburu,Legacy,2003
Cust1380,Mercedes,E400,2013
Cust13800,Nissan,Malibu,2012
Cust13801,Jeep,Grand Cherokee,2013
Cust13803,Toyota,Pathfinder,2009
Cust13804,Nissan,Pathfinder,2013
Cust13805,Honda,Pathfinder,2004
Cust13806,Honda,MDX,2006
Cust13807,Volkswagen,Passat,2015
Cust13808,Dodge,Impreza,1997
Cust13810,Accura,E400,2009
Cust13811,Suburu,Impreza,2012
Cust13812,Accura,MDX,2006
Cust13814,Nissan,Tahoe,2001
Cust13815,Accura,Grand Cherokee,2005
Cust13816,Chevrolet,X5,2015
Cust13817,Saab,Wrangler,2014
Cust13819,Suburu,Forrestor,2006
Cust1382,Chevrolet,Malibu,2012
Cust13821,Dodge,RAM,2012
Cust13822,Jeep,3 Series,2006
Cust13824,Saab,95,2000
Cust13826,Saab,92x,2003
Cust13827,Saab,93,2007
Cust13829,Chevrolet,Malibu,2013
Cust1383,Nissan,Ultima,2004
Cust13830,Mercedes,ML350,2005
Cust13831,Jeep,X5,2014
Cust13832,Jeep,Grand Cherokee,2002
Cust13835,Dodge,Impreza,1997
Cust13836,Suburu,M5,1998
Cust13837,Dodge,Grand Cherokee,2008
Cust13838,Saab,93,1995
Cust13839,Toyota,Camry,2009
Cust13840,Chevrolet,Ultima,2012
Cust13841,Honda,Civic,2005
Cust13842,Audi,Corolla,2015
Cust13843,Toyota,Passat,1998
Cust13844,Volkswagen,A5,2002
Cust13845,Nissan,Pathfinder,2014
Cust13846,Dodge,Malibu,1998
Cust13847,Chevrolet,Forrestor,1999
Cust13848,Saab,F150,2005
Cust13849,Ford,Fusion,2013
Cust1385,Audi,A5,2014
Cust13850,Jeep,Pathfinder,2014
Cust13851,Nissan,Camry,1998
Cust13852,Dodge,Neon,2003
Cust13853,Nissan,Maxima,2006
Cust13855,Nissan,Maxima,2008
Cust13856,Audi,MDX,2003
Cust13858,Toyota,Camry,2003
Cust13859,Jeep,MDX,2015
Cust1386,Ford,F150,2007
Cust13861,Volkswagen,92x,2008
Cust13862,Mercedes,E400,2002
Cust13863,Volkswagen,M5,2005
Cust13864,Mercedes,Neon,2005
Cust13865,Volkswagen,Jetta,2004
Cust13867,Volkswagen,Passat,2013
Cust13869,Dodge,RAM,2004
Cust1387,Mercedes,E400,2014
Cust13872,Mercedes,E400,2002
Cust13873,Accura,MDX,2011
Cust13874,Toyota,Camry,2011
Cust13877,Nissan,Neon,1997
Cust13878,Suburu,Forrestor,2011
Cust13879,Accura,92x,2007
Cust1388,Honda,Accord,2003
Cust13880,BMW,3 Series,2015
Cust13881,Jeep,Forrestor,2000
Cust13882,Nissan,Wrangler,2004
Cust13883,Saab,3 Series,2012
Cust13884,Saab,95,2010
Cust13885,Saab,MDX,2003
Cust13886,Accura,ML350,2008
Cust13887,Nissan,Pathfinder,2011
Cust13888,Accura,TL,2011
Cust13889,Saab,95,1998
Cust1389,Nissan,Ultima,1999
Cust13890,Accura,92x,1997
Cust13891,Mercedes,E400,1999
Cust13892,Jeep,Wrangler,2001
Cust13894,Toyota,Highlander,2008
Cust13899,Audi,RAM,2011
Cust1390,Suburu,Legacy,2009
Cust13900,Jeep,Wrangler,2011
Cust13901,Suburu,Camry,2002
Cust13902,Volkswagen,Tahoe,2011
Cust13903,Honda,A5,2006
Cust13904,Ford,Escape,1999
Cust13905,Honda,95,1999
Cust13906,Chevrolet,Pathfinder,2009
Cust13908,Ford,F150,2004
Cust13909,Accura,E400,2006
Cust13910,BMW,X5,1996
Cust13911,Suburu,Impreza,2008
Cust13912,Ford,F150,2006
Cust13913,Jeep,Ultima,2006
Cust13914,Toyota,3 Series,2011
Cust13917,Audi,F150,2001
Cust13918,Saab,93,1997
Cust13919,Toyota,Fusion,2004
Cust13920,Dodge,Neon,2003
Cust13921,Saab,93,2008
Cust13922,Suburu,Legacy,1999
Cust13923,Chevrolet,Malibu,2011
Cust13924,Chevrolet,MDX,1999
Cust13925,Chevrolet,Malibu,2000
Cust13926,Honda,CRV,2014
Cust13927,Audi,A5,1997
Cust13928,Dodge,Camry,2006
Cust13929,Honda,Accord,2003
Cust1393,Saab,95,2003
Cust13931,Saab,Malibu,2011
Cust13932,Jeep,Wrangler,2010
Cust13933,Accura,ML350,2006
Cust13934,Nissan,Legacy,2012
Cust13936,Accura,RAM,2011
Cust13937,Honda,Accord,1998
Cust13938,Suburu,Legacy,2011
Cust13939,Volkswagen,Jetta,2013
Cust13940,Volkswagen,Camry,2009
Cust13941,Honda,Civic,2009
Cust13943,Volkswagen,Jetta,2000
Cust13944,Accura,TL,2005
Cust13946,BMW,X5,2008
Cust13947,Saab,Neon,2010
Cust13949,Chevrolet,Tahoe,1995
Cust1395,Accura,TL,2011
Cust13953,Mercedes,RAM,1995
Cust13954,Chevrolet,Maxima,2001
Cust13956,Chevrolet,Ultima,2009
Cust13957,Accura,MDX,2003
Cust13958,Chevrolet,Malibu,2004
Cust13960,Ford,Forrestor,1996
Cust13961,Nissan,Pathfinder,2004
Cust13962,Saab,92x,1995
Cust13964,Dodge,RAM,2005
Cust13966,Jeep,Grand Cherokee,2005
Cust13967,Ford,Legacy,2012
Cust13969,Accura,Malibu,2001
Cust13971,Chevrolet,Silverado,1999
Cust13972,Volkswagen,Jetta,1997
Cust13974,Jeep,Wrangler,2004
Cust13975,Saab,93,1998
Cust13976,Ford,C300,2011
Cust13977,Suburu,Civic,1999
Cust13978,BMW,X6,2006
Cust13979,Toyota,Wrangler,2007
Cust13980,Dodge,Neon,1996
Cust13981,Chevrolet,Legacy,2012
Cust13982,Audi,Civic,2001
Cust13984,Volkswagen,Passat,2001
Cust13985,Accura,Tahoe,2006
Cust13986,Dodge,Jetta,2007
Cust13987,Accura,Maxima,2003
Cust13988,Accura,TL,2006
Cust13989,Chevrolet,Fusion,2011
Cust1399,Saab,95,2015
Cust13990,Ford,Fusion,2013
Cust13991,Suburu,Neon,2006
Cust13993,Volkswagen,RAM,2010
Cust13994,Dodge,Fusion,2015
Cust13995,Volkswagen,Jetta,2003
Cust13996,Mercedes,E400,1999
Cust13998,Ford,Wrangler,2000
Cust13999,Toyota,RAM,2000
Cust1400,Chevrolet,Malibu,2002
Cust14000,Accura,MDX,2000
Cust14001,Chevrolet,Tahoe,1996
Cust14003,Honda,Corolla,2005
Cust14004,Honda,Pathfinder,2005
Cust14005,Volkswagen,Tahoe,2014
Cust14006,Accura,MDX,2001
Cust14007,Volkswagen,Jetta,1999
Cust14008,Dodge,Pathfinder,2001
Cust14009,Toyota,F150,2005
Cust1401,Jeep,Wrangler,2012
Cust14010,Nissan,Camry,1997
Cust14011,Dodge,Highlander,1999
Cust14012,Saab,92x,2008
Cust14013,BMW,M5,2013
Cust14014,Jeep,Grand Cherokee,2002
Cust14015,Toyota,Legacy,2001
Cust14016,Toyota,Corolla,2001
Cust14017,Chevrolet,Ultima,1997
Cust14018,Audi,Jetta,2007
Cust14019,Volkswagen,Passat,2001
Cust1402,Ford,Escape,2008
Cust14020,Jeep,A3,1998
Cust14022,Honda,Civic,2011
Cust14023,Accura,93,2000
Cust14025,Saab,TL,2004
Cust14026,Saab,Forrestor,2005
Cust14027,Nissan,Malibu,1996
Cust14028,Ford,Ultima,1997
Cust14029,Accura,MDX,2007
Cust1403,Mercedes,C300,2004
Cust14030,BMW,X5,2008
Cust14032,Ford,Civic,2004
Cust14033,BMW,Camry,2009
Cust14034,Suburu,Legacy,2001
Cust14035,Ford,MDX,2002
Cust14036,Saab,93,2002
Cust14037,Suburu,Pathfinder,2013
Cust14038,Mercedes,E400,2010
Cust1404,Audi,A5,2004
Cust14040,Toyota,Highlander,2008
Cust14041,Jeep,Wrangler,2008
Cust14043,Jeep,Passat,1999
Cust14044,Audi,A5,2004
Cust14045,Dodge,RAM,2004
Cust14046,Nissan,Passat,2013
Cust14047,Toyota,RAM,2011
Cust14048,Honda,TL,2012
Cust14049,Mercedes,E400,2014
Cust1405,Chevrolet,Silverado,2012
Cust14050,Jeep,Wrangler,2015
Cust14052,Honda,CRV,2006
Cust14053,BMW,CRV,2011
Cust14054,Jeep,Grand Cherokee,2004
Cust14055,BMW,X6,2007
Cust14056,Chevrolet,Malibu,2001
Cust14057,BMW,3 Series,2000
Cust14058,Honda,Corolla,2004
Cust14060,Chevrolet,Silverado,2004
Cust14061,Honda,Passat,2002
Cust14062,BMW,Maxima,1997
Cust14063,Mercedes,ML350,2009
Cust14065,Audi,Ultima,2006
Cust14067,Honda,Civic,2010
Cust14069,Jeep,F150,1996
Cust1407,Toyota,Corolla,1999
Cust14070,Toyota,Camry,2006
Cust14073,Saab,Malibu,1999
Cust14074,Jeep,95,2001
Cust14075,Nissan,Maxima,2009
Cust14076,Honda,Neon,2001
Cust14077,Jeep,X6,1996
Cust14078,Chevrolet,Tahoe,2008
Cust14079,Volkswagen,Tahoe,2013
Cust14080,Ford,F150,2009
Cust14081,Jeep,Legacy,2009
Cust14082,Accura,MDX,2001
Cust14083,Chevrolet,A3,2000
Cust14084,Mercedes,TL,2002
Cust14085,Dodge,RAM,2010
Cust1409,Chevrolet,Silverado,2001
Cust14090,Toyota,Camry,2010
Cust14091,Nissan,Jetta,2004
Cust14092,Saab,92x,2007
Cust14094,Dodge,Neon,2007
Cust14095,Dodge,Ultima,1999
Cust14096,Volkswagen,Highlander,1998
Cust14098,Dodge,RAM,1998
Cust1410,Ford,Escape,1995
Cust14100,Mercedes,ML350,2010
Cust14101,Chevrolet,Tahoe,2013
Cust14102,Suburu,Impreza,2012
Cust14103,Nissan,A3,2014
Cust14104,Saab,92x,2006
Cust14105,Suburu,Pathfinder,2000
Cust14107,BMW,M5,2010
Cust14108,Suburu,X6,1999
Cust14109,Nissan,Maxima,2000
Cust14110,Accura,RSX,2003
Cust14111,Honda,Civic,1999
Cust14112,Toyota,Wrangler,2005
Cust14113,Accura,MDX,2006
Cust14115,BMW,Neon,2010
Cust14116,Nissan,Ultima,1999
Cust14118,Saab,92x,2008
Cust14119,Accura,Malibu,2012
Cust1412,BMW,3 Series,2005
Cust14120,Ford,Malibu,2015
Cust14121,Ford,Escape,2003
Cust14122,Saab,93,2013
Cust14123,Mercedes,C300,2012
Cust14124,Saab,93,2005
Cust14128,Mercedes,E400,2008
Cust14129,Dodge,RAM,2001
Cust1413,Chevrolet,Tahoe,2008
Cust14130,Suburu,Forrestor,1998
Cust14131,Mercedes,RSX,2012
Cust14134,Suburu,Forrestor,2011
Cust14136,Nissan,MDX,2001
Cust14139,BMW,A3,2011
Cust14140,Suburu,Maxima,2000
Cust14141,Dodge,92x,2001
Cust14142,Jeep,92x,2007
Cust14143,Nissan,Maxima,1998
Cust14144,Mercedes,Malibu,2010
Cust14145,Saab,Wrangler,2004
Cust14146,Accura,TL,2011
Cust14148,Nissan,A3,2013
Cust14149,Saab,Neon,2003
Cust1415,Dodge,RAM,1997
Cust14151,Dodge,RAM,2000
Cust14152,Toyota,Camry,2006
Cust14153,Dodge,F150,2010
Cust14154,BMW,MDX,1997
Cust14156,Nissan,Corolla,2007
Cust14157,Nissan,Legacy,2009
Cust14159,Suburu,Legacy,1997
Cust1416,Suburu,Legacy,1999
Cust14160,Toyota,Forrestor,1998
Cust14161,Ford,3 Series,2008
Cust14167,Ford,Fusion,2010
Cust14168,Dodge,Wrangler,2009
Cust14169,Saab,Fusion,1995
Cust1417,Mercedes,ML350,2005
Cust14170,Mercedes,Tahoe,1995
Cust14171,BMW,Pathfinder,2013
Cust14172,Jeep,Wrangler,2013
Cust14173,Toyota,Camry,2001
Cust14174,Suburu,Impreza,2006
Cust14176,Volkswagen,Jetta,2004
Cust14177,Dodge,Neon,2003
Cust14178,Audi,TL,2014
Cust14179,Chevrolet,Malibu,2000
Cust14180,BMW,Tahoe,2009
Cust14181,Saab,95,2002
Cust14182,Chevrolet,Tahoe,2005
Cust14183,Jeep,M5,1995
Cust14184,Ford,95,2009
Cust14185,Honda,CRV,1996
Cust14187,Saab,92x,2008
Cust14189,Suburu,Legacy,2010
Cust14190,Saab,93,2002
Cust14191,Nissan,Pathfinder,2006
Cust14192,Accura,Forrestor,1999
Cust14193,Accura,MDX,1999
Cust14194,Chevrolet,RAM,2012
Cust14196,Volkswagen,Jetta,2004
Cust14197,Ford,F150,2012
Cust14198,Mercedes,A3,1997
Cust14200,Nissan,X6,2010
Cust14202,Dodge,A3,2008
Cust14203,Toyota,Maxima,2013
Cust14204,Nissan,Maxima,1999
Cust14206,Dodge,Neon,1996
Cust14208,Nissan,Maxima,1999
Cust14209,Saab,Civic,1999
Cust1421,Volkswagen,Jetta,1996
Cust14211,Audi,Highlander,2011
Cust14213,Accura,Accord,2007
Cust14214,Dodge,RAM,2006
Cust14215,Ford,Pathfinder,2009
Cust14216,Saab,Tahoe,2000
Cust14217,Saab,93,1999
Cust14219,BMW,F150,2014
Cust1422,Toyota,Camry,1995
Cust14220,Accura,Wrangler,1998
Cust14222,Ford,Fusion,2008
Cust14223,Nissan,RAM,1999
Cust14224,Honda,Civic,2008
Cust14226,Volkswagen,Passat,1996
Cust14227,Accura,Legacy,2011
Cust14228,Chevrolet,Tahoe,1999
Cust14229,BMW,Legacy,2001
Cust1423,Toyota,Corolla,2012
Cust14230,Volkswagen,Jetta,2013
Cust14231,Chevrolet,Impreza,2010
Cust14232,Volkswagen,Civic,2007
Cust14233,Saab,Grand Cherokee,2011
Cust14235,Honda,Neon,1996
Cust14236,Audi,A5,2009
Cust14237,Nissan,Pathfinder,2007
Cust1424,Ford,Fusion,2004
Cust14240,Honda,M5,2003
Cust14241,Chevrolet,Grand Cherokee,1997
Cust14242,Ford,F150,1999
Cust14243,Dodge,Neon,2008
Cust14244,BMW,Legacy,2010
Cust14245,Audi,A3,2005
Cust14246,Audi,92x,1999
Cust14247,Honda,Civic,2008
Cust14249,Dodge,A5,2015
Cust1425,Suburu,Forrestor,2000
Cust14250,Audi,A3,1996
Cust14253,Chevrolet,A3,2009
Cust14254,Honda,CRV,2009
Cust14255,Jeep,F150,2009
Cust14258,Mercedes,C300,2010
Cust14259,Dodge,Neon,1995
Cust14260,Ford,Jetta,2011
Cust14261,Suburu,Impreza,2014
Cust14265,Mercedes,C300,2010
Cust14266,Chevrolet,Malibu,2012
Cust14268,Ford,Escape,2010
Cust14269,Ford,X6,2015
Cust1427,BMW,X5,2013
Cust14270,Accura,RSX,2010
Cust14273,Saab,92x,1998
Cust14275,Ford,F150,2001
Cust14276,Jeep,Forrestor,2005
Cust14277,Chevrolet,CRV,2002
Cust14278,Nissan,Maxima,2001
Cust1428,Nissan,Maxima,2011
Cust14280,Nissan,A3,2004
Cust14282,Suburu,Escape,2012
Cust14283,Jeep,Grand Cherokee,2012
Cust14284,Accura,TL,2000
Cust14285,BMW,X5,2007
Cust14286,Jeep,Grand Cherokee,2005
Cust14287,Chevrolet,F150,1995
Cust14288,Honda,Civic,2010
Cust1429,Mercedes,ML350,2008
Cust14290,Suburu,Passat,2004
Cust14291,Chevrolet,Malibu,2013
Cust14292,Ford,Escape,2012
Cust14293,Jeep,Civic,2001
Cust14294,Audi,E400,2010
Cust14295,BMW,M5,2006
Cust14296,BMW,Corolla,1995
Cust14297,Nissan,TL,2014
Cust14298,BMW,M5,2003
Cust14299,Saab,92x,2012
Cust1430,Nissan,Maxima,2014
Cust14300,Suburu,Forrestor,2003
Cust14302,Honda,ML350,2009
Cust14303,Audi,X5,2005
Cust14304,Honda,ML350,2002
Cust14305,Suburu,Forrestor,2004
Cust14306,Mercedes,ML350,1999
Cust14307,Volkswagen,Escape,2008
Cust14308,Nissan,Maxima,2006
Cust14309,Suburu,92x,2013
Cust1431,Dodge,Neon,2001
Cust14310,Nissan,Maxima,2010
Cust14311,Volkswagen,Camry,2008
Cust14312,Saab,92x,1996
Cust14313,Saab,Silverado,1998
Cust14314,Mercedes,Passat,2004
Cust14315,Suburu,ML350,2001
Cust14317,Dodge,Neon,2013
Cust14318,Toyota,Camry,2014
Cust14319,Chevrolet,Silverado,1998
Cust1432,Saab,92x,2005
Cust14320,Saab,93,2015
Cust14321,BMW,RAM,2012
Cust14322,Volkswagen,Passat,1998
Cust14323,Suburu,X5,2009
Cust14324,Suburu,MDX,2005
Cust14326,Nissan,Civic,1998
Cust14327,Saab,F150,1997
Cust14328,Volkswagen,Passat,2006
Cust14330,BMW,M5,2006
Cust14331,Ford,Escape,2007
Cust14333,Mercedes,Civic,2011
Cust14334,Chevrolet,Silverado,2004
Cust14335,Audi,93,1997
Cust14337,Chevrolet,95,1999
Cust14338,Honda,Neon,1997
Cust14339,Toyota,M5,2000
Cust1434,Dodge,RAM,1999
Cust14340,Mercedes,Jetta,2008
Cust14341,Dodge,Pathfinder,2006
Cust14342,Volkswagen,Jetta,2010
Cust14343,Nissan,Maxima,1997
Cust14344,Volkswagen,Passat,1998
Cust14345,Saab,93,1997
Cust14346,BMW,A3,2014
Cust14347,Ford,95,1999
Cust14348,Volkswagen,E400,1996
Cust14349,Jeep,Tahoe,2001
Cust14350,Dodge,A3,2000
Cust14351,Audi,A5,2004
Cust14352,Dodge,Passat,2000
Cust14353,Ford,Civic,2011
Cust14355,Jeep,Grand Cherokee,2011
Cust14356,Accura,E400,2006
Cust14357,Ford,F150,2004
Cust14358,Saab,F150,1998
Cust14359,Accura,A5,1996
Cust14360,BMW,X6,2010
Cust14361,Saab,95,1995
Cust14362,BMW,F150,2004
Cust14363,Honda,E400,2000
Cust14364,Mercedes,Civic,2014
Cust14365,Chevrolet,Civic,2011
Cust14367,Ford,Escape,2004
Cust14368,Ford,Escape,2005
Cust14369,Audi,Jetta,2007
Cust1437,Suburu,Legacy,1997
Cust14370,Ford,F150,2004
Cust14372,Chevrolet,Tahoe,2010
Cust14374,Mercedes,Forrestor,1999
Cust14375,Suburu,Forrestor,2009
Cust14376,Chevrolet,Jetta,1996
Cust14377,BMW,Legacy,2000
Cust14378,Volkswagen,Camry,2007
Cust1438,Mercedes,ML350,2005
Cust14380,Dodge,92x,2009
Cust14381,Nissan,Maxima,2007
Cust14382,Jeep,92x,2009
Cust14383,Toyota,Wrangler,2014
Cust14385,BMW,A3,2005
Cust14386,Ford,Fusion,2006
Cust14387,Honda,Pathfinder,2005
Cust14388,BMW,Wrangler,1996
Cust14389,Mercedes,E400,2004
Cust1439,Audi,A5,2004
Cust14391,Saab,Jetta,2009
Cust14392,Accura,MDX,2000
Cust14393,BMW,Fusion,2011
Cust14394,Volkswagen,Passat,1996
Cust14397,Chevrolet,A5,2000
Cust14398,Nissan,Maxima,1999
Cust14399,Nissan,Corolla,1999
Cust1440,Nissan,Pathfinder,2010
Cust14400,BMW,X6,2015
Cust14401,Mercedes,E400,2005
Cust14402,Chevrolet,A5,1999
Cust14404,Ford,F150,1996
Cust14405,Nissan,Maxima,2000
Cust14408,BMW,Silverado,2012
Cust14409,Dodge,RAM,2000
Cust1441,Dodge,Neon,2006
Cust14410,BMW,Grand Cherokee,1999
Cust14411,Ford,F150,2004
Cust14412,Saab,Maxima,1998
Cust14413,Chevrolet,Silverado,2003
Cust14414,Accura,Civic,2008
Cust14415,Mercedes,Impreza,1999
Cust14416,Jeep,Wrangler,1995
Cust14417,Dodge,X6,2007
Cust14419,Toyota,Camry,2007
Cust14421,Toyota,Highlander,2011
Cust14422,Suburu,Forrestor,2006
Cust14423,Audi,RAM,2003
Cust14424,Audi,A5,1997
Cust14427,Honda,Grand Cherokee,2001
Cust14428,Volkswagen,Passat,1996
Cust14429,Chevrolet,Tahoe,2008
Cust14430,Suburu,Civic,2011
Cust14431,BMW,Ultima,2006
Cust14432,Toyota,M5,2014
Cust14433,Jeep,Grand Cherokee,2012
Cust14435,Dodge,Maxima,2012
Cust14436,Mercedes,RSX,2012
Cust14437,Accura,E400,2011
Cust14438,Nissan,Impreza,2014
Cust14439,Nissan,Pathfinder,2012
Cust1444,Jeep,Grand Cherokee,2002
Cust14440,Audi,A5,2011
